english,indo,english_matches,indo_matches
this bird has a brown belly and breast with a black superciliary and blue crown.,burung ini memiliki perut dan dada berwarna coklat dengan superciliary berwarna hitam dan mahkota berwarna biru.,['superciliary'],['superciliary']
"this small bird has a tan breast and belly, with a blue crown and brown superciliary and throat.","burung kecil ini memiliki dada dan perut berwarna coklat, dengan mahkota berwarna biru dan superciliary serta tenggorokan berwarna coklat.",['superciliary'],['superciliary']
"this beautiful bird has a light orange breast,dark blue wings,combined with a dark orange supercillary.","burung cantik ini memiliki dada berwarna jingga muda, sayap berwarna biru tua, dipadukan dengan supercillary berwarna jingga tua.",['supercillary'],['supercillary']
"an average sized bird with a tan under be,my, dark brown wing and tail feathers, and a black supercillary.","seekor burung berukuran rata-rata dengan warna kecokelatan di bawah, sayap dan bulu ekor berwarna coklat tua, dan supercillary berwarna hitam.",['supercillary'],['supercillary']
"the long wings are brown, the superciliary is white, and the cheekspot is brown.","sayap panjang berwarna coklat, superciliary berwarna putih, dan pipi berwarna coklat.",['superciliary'],['superciliary']
"this bird has a black crown, tan superciliary and red throat.","burung ini memiliki mahkota berwarna hitam, superciliary berwarna coklat, dan tenggorokan berwarna merah.",['superciliary'],['superciliary']
"this small black bird has a white flank and superciliary marking, brown throat and rump, and a very small, pointed black bill.","burung hitam kecil ini memiliki sayap putih dan tanda superciliary, tenggorokan dan pantat berwarna coklat, dan paruh hitam yang sangat kecil dan runcing.",['superciliary'],['superciliary']
this bird has a brown belly and superciliary and a black back,burung ini memiliki perut dan superciliary berwarna coklat serta punggung berwarna hitam,['superciliary'],['superciliary']
"this bird, mostly hidden by its nest, has a black back and an orange throat and superciliary.","burung ini, sebagian besar tersembunyi di balik sarangnya, memiliki punggung berwarna hitam dan tenggorokan berwarna oranye serta superciliary.",['superciliary'],['superciliary']
"this bird has a white belly, gray secondaries, an orange supercillary and black cheek patch.","burung ini mempunyai perut berwarna putih, bulu sekunder berwarna abu-abu, superciliary berwarna jingga, dan bercak pipi berwarna hitam.",['supercillary'],['superciliary']
"a bird covered in a rich brown with a small bill, white superciliary and red undertail coverts.","seekor burung yang dibulu penutupi warna coklat tua dengan paruh kecil, superciliary putih dan bulu ekor bawah berwarna merah.",['superciliary'],['superciliary']
"a bird with bright orange throat, white crown and black superciliaries.","burung dengan tenggorokan jingga cerah, mahkota putih, dan superciliary hitam.",['superciliaries'],['superciliary']
"a small bird with black and blue feathers, white belly, blue superciliary, and a small black bill.","seekor burung kecil dengan bulu hitam dan biru, perut putih, superciliary biru, dan paruh kecil berwarna hitam.",['superciliary'],['superciliary']
a blue supercillary shows brightly on a bird that is mostly brown and white.,supercillary berwarna biru terlihat cerah pada burung yang sebagian besar berwarna coklat dan putih.,['supercillary'],['supercillary']
this bird has a white belly and breast with a blue crown and black superciliaries.,burung ini memiliki perut dan dada berwarna putih dengan mahkota berwarna biru dan superciliary berwarna hitam.,['superciliaries'],['superciliary']
"this is a small bird with a small beak, a white throat and belly, a blue crown, head and back, black superciliary and grey wings.","ini adalah burung kecil dengan paruh kecil, tenggorokan dan perut berwarna putih, mahkota biru, kepala dan punggung, superciliary hitam dan sayap abu-abu.",['superciliary'],['superciliary']
"this bird has a white belly and breast, blue crown, and black superciliary.","burung ini memiliki perut dan dada berwarna putih, mahkota berwarna biru, dan superciliary berwarna hitam.",['superciliary'],['superciliary']
"this small bird has a bright white belly, breast, and rump, with a turquoise supercillary and dark blue back and wings.","burung kecil ini memiliki perut, dada, dan pantat berwarna putih cerah, dengan supercillary berwarna pirus serta punggung dan sayap berwarna biru tua.",['supercillary'],['supercillary']
"a small bird that has a blue iridescent superciliary, crown, eyebrow, nape, back and part of its coverts with a very small short bill and a white throat, belly, side and abdomen.","seekor burung kecil yang mempunyai superciliary, mahkota, alis, tengkuk, punggung dan sebagian bulu berwarna biru, paruh pendek yang sangat kecil dan tenggorokan, perut, samping dan perut berwarna putih.",['superciliary'],['superciliary']
"this bird has a red crown a black superciliary, and a short and sharp bill","burung ini memiliki mahkota berwarna merah, superciliary berwarna hitam, dan paruh yang pendek dan tajam",['superciliary'],['superciliary']
"the bird has an all red supercilary, crown, belly and breast with black coverts.","burung ini memiliki superciliary, mahkota, perut dan dada yang semuanya berwarna merah dengan bulu hitam.",['supercilary'],['superciliary']
"this small bird has a medium length bill, a white superciliary, black cheek patch and crown, white nape and throat as well as a white breast and belly and light grey and beige wings and tail, on short red legs","Burung kecil ini memiliki paruh berukuran sedang, superciliary berwarna putih, bercak dan mahkota di pipi berwarna hitam, tengkuk dan tenggorokan berwarna putih, serta dada dan perut berwarna putih, serta sayap dan ekor berwarna abu-abu muda dan krem, dengan kaki pendek berwarna merah.",['superciliary'],['superciliary']
"a white bird with a black crown, superciliary and eyebrow, tail is pointy on the two sides with a curve in between; tips of wings and edges of tail are black.","burung berwarna putih dengan mahkota hitam, superciliary dan alis, ekor runcing di kedua sisi dengan lekukan di antaranya; ujung sayap dan tepi ekor berwarna hitam.",['superciliary'],['superciliary']
"white bird with black crown, superciliary, eyebrow, distinct red, pointy bill and red legs and feet; small black talons.","burung putih dengan mahkota hitam, superciliary, alis, merah jelas, paruh runcing serta tungkai dan kaki merah; cakar hitam kecil.",['superciliary'],['superciliary']
"a white bird with black crown and superciliary, and bright red bill and feet.","seekor burung berwarna putih dengan mahkota hitam dan superciliary, serta paruh dan kaki berwarna merah cerah.",['superciliary'],['superciliary']
"this bird has a white belly and breast, black superciliaries, and gray wings.","burung ini memiliki perut dan dada berwarna putih, superciliary berwarna hitam, dan sayap berwarna abu-abu.",['superciliaries'],['superciliary']
"this bird has a gray breast and neck, black superciliary, and dark wings and tail.","burung ini memiliki dada dan leher berwarna abu-abu, superciliary berwarna hitam, serta sayap dan ekor berwarna gelap.",['superciliary'],['superciliary']
this large bird is mostly white with a black superciliary and long pointy bill.,burung besar ini sebagian besar berwarna putih dengan alis berwarna hitam dan paruh runcing panjang.,['superciliary'],[]
"this little bird has a white belly and breast, gray crown, and black superciliaries.","burung kecil ini memiliki perut dan dada berwarna putih, mahkota berwarna abu-abu, dan superciliary berwarna hitam.",['superciliaries'],['superciliary']
"this bird has a bright orange, curved, pointed bill, a black crown, eyebrow and superciliary, and a white throat, breast, belly and abdomen.","burung ini mempunyai paruh berwarna jingga cerah, melengkung, runcing, mahkota, alis dan alis berwarna hitam, serta tenggorokan, dada, perut, dan perut berwarna putih.",['superciliary'],[]
"this bird has a white crown, a black superciliary, a dark orange bill, and a large wingspan","burung ini mempunyai mahkota berwarna putih, superciliary berwarna hitam, paruh berwarna jingga tua, dan rentang sayap yang besar",['superciliary'],['superciliary']
"long orange beaked bird that has a large white wing span and a black crown, eyebrow, and superciliary.","burung berparuh oranye panjang yang memiliki rentang sayap besar berwarna putih dan mahkota, alis, dan superciliary berwarna hitam.",['superciliary'],['superciliary']
this bigger bird has a white belly and breast with a black superciliary and big blunt orange bit.,burung yang lebih besar ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam dan sedikit oranye tumpul.,['superciliary'],['superciliary']
"this mostly white bird has a orange beak, tarsus, and feet with a black crown, superciliary, and eyebrow.","burung yang sebagian besar berwarna putih ini memiliki paruh, tarsus, dan kaki berwarna oranye dengan mahkota, alis, dan alis berwarna hitam.",['superciliary'],[]
"large white bird with black eyering, supercilary, and primaries with a short burnt orange beak that contains black toward the tip","burung putih besar dengan cincin mata hitam, supercilary, dan primaries dengan paruh oranye pendek terbakar yang berisi warna hitam di ujungnya",['supercilary'],['supercilary']
"this bird has a white belly and breast with a black superciliary, and gray wings.","burung ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam, dan sayap berwarna abu-abu.",['superciliary'],['superciliary']
this bird has a grey crown with a black superciliary with white belly.,burung ini memiliki mahkota berwarna abu-abu dengan superciliary berwarna hitam dengan perut berwarna putih.,['superciliary'],['superciliary']
this large bird has a mostly gray body with black superciliary and nape.,burung besar ini sebagian besar memiliki tubuh berwarna abu-abu dengan superciliary dan tengkuk berwarna hitam.,['superciliary'],['superciliary']
"a medium sized bird with bright white chest, belly, and abdomen, dark gray wings, a black crown, superciliary, and nap, and dark orange pointed bill and dark orange tarsus and webbed feet.","burung berukuran sedang dengan dada, perut, dan perut berwarna putih cerah, sayap abu-abu tua, mahkota hitam, superciliary, dan tidur siang, serta paruh runcing oranye tua dan tarsus oranye tua serta kaki berselaput.",['superciliary'],['superciliary']
"a white bird with a black superciliary, crown and nape, and a long, thing orange bill with a black tip.","seekor burung berwarna putih dengan superciliary hitam, mahkota dan tengkuk, dan paruh panjang berwarna oranye dengan ujung hitam.",['superciliary'],['superciliary']
"this bird is white with a long orange bill, black tipped wings and black superciliary.","burung ini berwarna putih dengan paruh panjang berwarna jingga, sayap berujung hitam, dan superciliary berwarna hitam.",['superciliary'],['superciliary']
"this grey round bird has a long orange bill with a white superciliary and breast with a distinctive black spotted crown, black eyering, and feathery nape that has feathers sticking out to its back.","Burung bulat berwarna abu-abu ini memiliki paruh panjang berwarna jingga dengan superciliary berwarna putih dan dada dengan ciri khas mahkota berbintik hitam, cincin mata berwarna hitam, dan tengkuk berbulu yang memiliki bulu mencuat di punggungnya.",['superciliary'],['superciliary']
"a small white bird with black wing tips, black superciliaries, and a long orange beak.","seekor burung kecil berwarna putih dengan ujung sayap hitam, superciliary hitam, dan paruh panjang berwarna oranye.",['superciliaries'],['superciliary']
"a large, white fishing bird with broad, black-brushed wing tips, black vent, superciliary and crown.","burung pemancing besar berwarna putih dengan ujung sayap lebar bersikat hitam, lubang hitam, superciliary, dan mahkota.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and long orange pointy bill.,burung ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam dan paruh panjang berwarna oranye yang runcing.,['superciliary'],['superciliary']
this bird is nearly all white with a black superciliary ring around its neck and long narrow orange beak.,burung ini hampir seluruhnya berwarna putih dengan cincin superciliary hitam di sekitar lehernya dan paruh panjang berwarna oranye.,['superciliary'],['superciliary']
this bird is almost completely gray with black superciliaries and an orange beak.,burung ini hampir seluruhnya berwarna abu-abu dengan superciliary berwarna hitam dan paruh berwarna oranye.,['superciliaries'],['superciliary']
this large bird is nearly all gray with black superciliaries and a long narrow orange bill.,burung besar ini hampir semuanya berwarna abu-abu dengan superciliary hitam dan paruh panjang berwarna oranye.,['superciliaries'],['superciliary']
this bird has a black superciliary with narrow orange bill and white belly.,burung ini mempunyai superciliary berwarna hitam dengan paruh sempit berwarna jingga dan perut berwarna putih.,['superciliary'],['superciliary']
"small bird with black pointed beak, throat, breast, belly and abdomen is white, superciliary is black, crown is grey.","burung kecil dengan paruh runcing hitam, tenggorokan, dada, perut dan perut berwarna putih, superciliary berwarna hitam, mahkota berwarna abu-abu.",['superciliary'],['superciliary']
a white bird with a black crown and superciliary and a bright reddish orange beak.,burung berwarna putih dengan mahkota hitam dan superciliary serta paruh berwarna jingga kemerahan cerah.,['superciliary'],['superciliary']
"this bird has a white belly and breast with a black superciliary, gray wing, and a sharp narrow bill.","burung ini mempunyai perut dan dada berwarna putih dengan superciliary berwarna hitam, sayap berwarna abu-abu, dan paruh yang runcing dan sempit.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and long pointy bill.,burung ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam dan paruh panjang dan runcing.,['superciliary'],['superciliary']
"this bird has a white belly, sides, and breast with black superciliary and secondary wing tips.","burung ini memiliki perut, samping, dan dada berwarna putih dengan ujung sayap bulu sekunder dan superciliary berwarna hitam.",['superciliary'],['superciliary']
"the bird is completely white except for orange feet, and a black bill and supercillary.","burung itu benar-benar putih kecuali kaki oranye, dan paruh hitam serta supercillary.",['supercillary'],['supercillary']
this bird has a white belly and breast with a black superciliary and long pointy bill.,burung ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam dan paruh panjang dan runcing.,['superciliary'],['superciliary']
"a medium size bird with white head, black beak and superciliary and white throat and upper breast with silvery gray wings.","burung berukuran sedang dengan kepala putih, paruh hitam dan superciliary serta tenggorokan putih dan dada bagian atas dengan sayap abu-abu keperakan.",['superciliary'],['superciliary']
"white bird with webbed feet, black bill and supercillary, grey back, wings and tailfeathers.","burung putih dengan kaki berselaput, paruh hitam dan supercillary, punggung abu-abu, sayap dan bulu ekor.",['supercillary'],['supercillary']
"this white bird has two outer rectrices that are grey and longer than their compatriots, orange feet, a black crown and superciliary, and a black-tipped orange bill.","burung berwarna putih ini memiliki dua rectrices luar yang berwarna abu-abu dan lebih panjang dari rekan senegaranya, kaki berwarna oranye, mahkota dan alis berwarna hitam, serta paruh berwarna oranye dengan ujung hitam.",['superciliary'],[]
"this bird has a white head, a black superciliary, and a pointed black bill.","burung ini mempunyai kepala berwarna putih, superciliary berwarna hitam, dan paruh berwarna hitam runcing.",['superciliary'],['superciliary']
this large white bird has a black superciliary and a long pointy bill.,burung putih besar ini memiliki superciliary berwarna hitam dan paruh yang panjang dan runcing.,['superciliary'],['superciliary']
grey wings and crown cover this white bodied bird with a black superciliary.,sayap dan mahkota abu-abu menutupi burung bertubuh putih ini dengan superciliary berwarna hitam.,['superciliary'],['superciliary']
this is a white and gray bird with a black supercillary and orange feet and large wingbars,ini adalah burung berwarna putih dan abu-abu dengan kaki supercillary hitam dan oranye serta sayap besar,['supercillary'],['supercillary']
"this bird has a white belly, a white chest and neck, a black and orange beak, and a black supercillary.","burung ini memiliki perut berwarna putih, dada dan leher berwarna putih, paruh berwarna hitam dan oranye, serta supercillary berwarna hitam.",['supercillary'],['supercillary']
"this bird has a white belly and breast, with a gray superciliary and hooked bill.","burung ini memiliki perut dan dada berwarna putih, dengan superciliary berwarna abu-abu dan paruh bengkok.",['superciliary'],['superciliary']
"this medium sized bird has a long, orange beak, white body and black superciliaries.","burung berukuran sedang ini memiliki paruh panjang berwarna oranye, tubuh berwarna putih, dan superciliary berwarna hitam.",['superciliaries'],['superciliary']
"this bird has a long yellow beak, the crown and superciliary is black, the belly and throat are white, wings are light gray.","burung ini mempunyai paruh panjang berwarna kuning, mahkota dan alis berwarna hitam, perut dan tenggorokan berwarna putih, sayap berwarna abu-abu muda.",['superciliary'],[]
"a white bird with black crown and superciliary, dark eyes, a pointy yellow bill, medium length yellow tarsus with yellow feet, and dark colored primaries and tail.","burung berwarna putih dengan mahkota dan alis berwarna hitam, mata gelap, paruh kuning runcing, tarsus kuning panjang sedang dengan kaki kuning, serta warna bulu primer dan ekor gelap.",['superciliary'],[]
"this bird has a white belly, throat, and neck, grey wings, a black crown and superciliary, and yellow pointed bill.","burung ini memiliki perut, tenggorokan, dan leher berwarna putih, sayap berwarna abu-abu, mahkota dan alis berwarna hitam, serta paruh runcing berwarna kuning.",['superciliary'],[]
"this bird has a white belly and breast, with a black crown and superciliary.","burung ini memiliki perut dan dada berwarna putih, dengan mahkota dan superciliary berwarna hitam.",['superciliary'],['superciliary']
this large bird is mostly white with a black superciliary and long pointy bill.,burung besar ini sebagian besar berwarna putih dengan alis berwarna hitam dan paruh runcing panjang.,['superciliary'],[]
"a medium size bird with a black crown and nape, white superciliary, bright yellow beak and tarsus, slim pale grey wings with black edges and a white belly.","burung berukuran sedang dengan mahkota dan tengkuk berwarna hitam, superciliary berwarna putih, paruh dan tarsus berwarna kuning cerah, sayap ramping berwarna abu-abu pucat dengan tepi hitam dan perut berwarna putih.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and crown.,burung ini memiliki perut dan dada berwarna putih dengan superciliary dan mahkota berwarna hitam.,['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and gray crown.,burung ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam dan mahkota berwarna abu-abu.,['superciliary'],['superciliary']
this large bird is almost all white with a black superciliary and crown.,burung besar ini hampir seluruhnya berwarna putih dengan superciliary dan mahkota berwarna hitam.,['superciliary'],['superciliary']
"this bird with a black crown, white superciliary and a yellow long bill with white breast, belly and yellow thigh, tarsus.","burung ini bermahkota hitam, superciliary putih dan paruh panjang berwarna kuning dengan dada putih, perut dan paha kuning, tarsus.",['superciliary'],['superciliary']
a bird with a large yellow bill ending in a white superciliary with a white breast and black crown.,seekor burung dengan paruh besar berwarna kuning dengan ujung superciliary berwarna putih dengan dada berwarna putih dan mahkota berwarna hitam.,['superciliary'],['superciliary']
"a bird with white superciliary, slender pointed yellow bill, white breast, black crown, and gray wings.","burung dengan superciliary berwarna putih, paruh ramping berwarna kuning runcing, dada berwarna putih, mahkota berwarna hitam, dan sayap berwarna abu-abu.",['superciliary'],['superciliary']
"a medium size white bird with an orange beak, grey coverts and secondaries, and black coloring on its superciliary and crown.","burung putih ukuran sedang dengan paruh oranye, bulu abu-abu dan bulu sekunder, serta warna hitam pada superciliary dan mahkotanya.",['superciliary'],['superciliary']
"this white and black colored bird has a white superciliary on a black crown, and a long pointed yellow bill.","Burung berwarna putih dan hitam ini mempunyai superciliary berwarna putih pada mahkotanya yang berwarna hitam, dan paruhnya yang panjang dan runcing berwarna kuning.",['superciliary'],['superciliary']
"this bird is largely gray / brown, with the exception of its rust colored crown and white superciliary and malar stripe.","burung ini sebagian besar berwarna abu-abu/coklat, kecuali mahkotanya yang berwarna karat dan garis superciliary dan malar berwarna putih.",['superciliary'],['superciliary']
this little bird has a gray belly and breast with a brown superciliary stripe and a short pointy bill.,Burung kecil ini memiliki perut dan dada berwarna abu-abu dengan garis alis berwarna coklat dan paruh pendek dan runcing.,['superciliary'],[]
"a brown eyebrow and superciliary with lighter shades through the breast turning into yellowish/greenish hues through the coverts, uppertail coverts and inner and outer rectrices.","alis berwarna coklat dan superciliary dengan corak lebih terang di bagian dada berubah menjadi warna kekuningan/kehijauan melalui bulu, bulu penutup ekor atas, dan inner dan outer rectrices.",['superciliary'],['superciliary']
"a small green bird with a small bill, white eye rings, grey superciliary and green primaries and secondaries.","seekor burung hijau kecil dengan paruh kecil, cincin mata putih, superciliary abu-abu dan bulu primer dan bulu sekunder hijau.",['superciliary'],['superciliary']
"this bird has yellow eyering, a long brown undertail coverts, brown specks on its side, belly, breast and throat.","burung ini mempunyai superciliary berwarna kuning, bulu ekor panjang berwarna coklat, bintik coklat pada bagian samping, perut, dada dan tenggorokan.",[],['superciliary']
"this bird has a white eyering, grey crown and white side with a black and white layered covert.","burung ini mempunyai superciliary berwarna putih, mahkota berwarna abu-abu dan bagian samping berwarna putih dengan bulu berlapis hitam putih.",[],['superciliary']
"this small bird has a short pointed black bill, a white superciliary, a black crown and a green body.","Burung kecil ini mempunyai paruh pendek berwarna hitam, runcing, superciliary berwarna putih, mahkota berwarna hitam, dan badan berwarna hijau.",['superciliary'],['superciliary']
this bird has a black crown contrasted by a white superciliary.,burung ini memiliki mahkota berwarna hitam yang dikontraskan dengan superciliary berwarna putih.,['superciliary'],['superciliary']
"this bird has a small black beak, a black crown, a white superciliary, an orange eyering, white wingbars, and black secondaries.","burung ini memiliki paruh kecil berwarna hitam, mahkota berwarna hitam, superciliary berwarna putih, cincin mata berwarna jingga, garis sayap berwarna putih, dan bulu sekunder berwarna hitam.",['superciliary'],['superciliary']
"this tri-colored bird has yellow and black wings, a black head with white superciliary, a short black bill and white throat and belly.","Burung tiga warna ini memiliki sayap kuning dan hitam, kepala berwarna hitam dengan superciliary berwarna putih, paruh pendek berwarna hitam, serta tenggorokan dan perut berwarna putih.",['superciliary'],['superciliary']
"the bird has a black head, white superciliary, a white breast, and yellow and brown wings.","burung ini memiliki kepala berwarna hitam, superciliary berwarna putih, dada berwarna putih, dan sayap berwarna kuning dan coklat.",['superciliary'],['superciliary']
this bird has a black colored head with a black eyering and white superciliary and yellow for the rest of its body.,burung ini memiliki kepala berwarna hitam dengan cincin mata berwarna hitam dan superciliary berwarna putih dan kuning pada seluruh tubuhnya.,['superciliary'],['superciliary']
"this small bird has a black and yellow body, black head, white superciliary, and black beak and feet.","burung kecil ini memiliki tubuh berwarna hitam kuning, kepala berwarna hitam, superciliary berwarna putih, serta paruh dan kaki berwarna hitam.",['superciliary'],['superciliary']
"this small bird has a black head with a white superciliary, brown wings and a white wingbar.","burung kecil ini mempunyai kepala berwarna hitam dengan superciliary berwarna putih, sayap berwarna coklat dan garis sayap berwarna putih.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black head and white superciliary.,burung ini memiliki perut dan dada berwarna putih dengan kepala berwarna hitam dan superciliary berwarna putih.,['superciliary'],['superciliary']
"this is a small bird with copper-colored eyering, black head, short bill, white superciliary, dark beige wings with yellow tinges, and light gray throat and belly.","Ini adalah burung kecil dengan cincin mata berwarna tembaga, kepala hitam, paruh pendek, superciliary putih, sayap krem ​​​​gelap dengan semburat kuning, serta tenggorokan dan perut abu-abu muda.",['superciliary'],['superciliary']
"an interesting bird with wide brown eyes and white supercilious, white wing bars on black wings.","burung yang menarik dengan mata coklat lebar dan congkak putih, garis sayap putih di sayap hitam.",['supercilious'],[]
this small white bellied bird has black in head white in supercillary and long bill,"burung kecil berperut putih ini memiliki kepala berwarna hitam, putih, dan paruh panjang",['supercillary'],[]
"a bird with a small pointed bill, whit eyering and superciliary, white wingbars, and green secondaries.","seekor burung dengan paruh runcing kecil, cincin mata sedikit demi sedikit dan alis, garis sayap berwarna putih, dan bulu sekunder berwarna hijau.",['superciliary'],[]
"small black and white bird with black head, white eyering and superciliary, throat, and belly, predominantly grey wings with white wingbars.","burung kecil berwarna hitam putih dengan kepala hitam, cincin mata dan alis berwarna putih, tenggorokan, dan perut, sayap dominan berwarna abu-abu dengan garis sayap putih.",['superciliary'],[]
"a bird with a ehite superciliary and eyebrow, black crown, white wingbars and white breast.","burung dengan superciliary dan alis ehite, mahkota hitam, garis sayap putih, dan dada putih.",['superciliary'],['superciliary']
"this bird has black tarsus & feet, a black head with a white superciliary, and a white throat & belly","burung ini memiliki tarsus & kaki berwarna hitam, kepala berwarna hitam dengan superciliary berwarna putih, serta tenggorokan & perut berwarna putih",['superciliary'],['superciliary']
a fascinating bird having a brilliant mixture of green and yellow on it's coverts and secondaries; a white superciliary and breast; and black eyebrow and nape.,seekor burung menarik yang memiliki campuran warna hijau dan kuning cemerlang pada bulu dan bulu sekundernya; superciliary putih dan dada; dan alis serta tengkuk hitam.,['superciliary'],['superciliary']
"this bird has a short, curved, black bill, gray tarsuses and feet, and a white superciliary.","burung ini memiliki paruh pendek, melengkung, berwarna hitam, tarsus dan kaki berwarna abu-abu, serta superciliary berwarna putih.",['superciliary'],['superciliary']
"a bird with a slender black beak, white throat, with a black cap and cheek, and white eye ring and superciliary with pale yellow patches on wings and belly.","burung dengan paruh ramping berwarna hitam, tenggorokan berwarna putih, dengan tutup dan pipi berwarna hitam, serta cincin mata berwarna putih dan superciliary dengan bercak kuning pucat pada sayap dan perut.",['superciliary'],['superciliary']
"this bird has a white breast, black crown and supercillary, short black bill and black and white striped primaries.","burung ini mempunyai dada berwarna putih, mahkota dan supercillary berwarna hitam, paruh hitam pendek dan bulu primer bergaris hitam putih.",['supercillary'],['supercillary']
"this bird has a black crown, a white superciliary, and a white breast","burung ini memiliki mahkota berwarna hitam, superciliary berwarna putih, dan dada berwarna putih",['superciliary'],['superciliary']
a small bird with a black crown and white superciliary and side and belly and olive green back.,seekor burung kecil dengan mahkota hitam dan superciliary putih serta bagian samping dan perut serta punggung berwarna hijau zaitun.,['superciliary'],['superciliary']
"a small bird with a white breast and superciliary, gray head, gray beak and feet, and grayish yellow wings.","burung kecil dengan dada dan superciliary berwarna putih, kepala berwarna abu-abu, paruh dan kaki berwarna abu-abu, serta sayap berwarna kuning keabu-abuan.",['superciliary'],['superciliary']
"this small bird has orange eyes, two white wingbars and a white superciliary.","burung kecil ini bermata jingga, dua garis sayap berwarna putih, dan satu superciliary berwarna putih.",['superciliary'],['superciliary']
"the small, colorful bird has a gray head, a white patch surrounding the eye and superciliary, a short, rounded beak, a white throat, breast and belly and some green patches on the abdomen.","burung kecil berwarna-warni ini memiliki kepala berwarna abu-abu, bercak putih di sekitar mata dan superciliary, paruh pendek bulat, tenggorokan, dada dan perut berwarna putih, serta beberapa bercak hijau di perut.",['superciliary'],['superciliary']
small grayish white bird with a proportionate beak to its head with a bright stripe above on its superciliary.,burung kecil berwarna putih keabu-abuan dengan paruh proporsional hingga kepala dengan garis terang di atas pada superciliarynya.,['superciliary'],['superciliarynya']
"this bird has a short pointed bill, a black crown, white superciliary and belly, and some yellow coloring on its undertail.","burung ini mempunyai paruh pendek yang runcing, mahkota berwarna hitam, superciliary dan perut berwarna putih, serta sedikit warna kuning pada bagian ekornya.",['superciliary'],['superciliary']
"this bird has a white belly and breast, a yellow side, and a gray crown with a white superciliary.","burung ini memiliki perut dan dada berwarna putih, sisi kuning, dan mahkota berwarna abu-abu dengan superciliary berwarna putih.",['superciliary'],['superciliary']
the bird has a pale blue head with a white supercilary and a yellow body.,burung ini mempunyai kepala berwarna biru pucat dengan supercilary berwarna putih dan badan berwarna kuning.,['supercilary'],['supercilary']
"this smaller bird has a yellow abdomen, white neck and superciliary, with black crest and white wingbars.","burung yang lebih kecil ini memiliki perut berwarna kuning, leher dan superciliary berwarna putih, dengan jambul hitam dan garis sayap berwarna putih.",['superciliary'],['superciliary']
"this bird has white eyerings, a soft gray crown, green abdomen and white belly.","Burung ini mempunyai superciliary berwarna putih, mahkota berwarna abu-abu lembut, perut berwarna hijau, dan perut berwarna putih.",[],['superciliary']
this small gray and tan bird has a short bill and white superciliary.,burung kecil berwarna abu-abu dan cokelat ini memiliki paruh pendek dan superciliary berwarna putih.,['superciliary'],['superciliary']
"this little bird has a white belly, breast, superciliary, eyering, and wingbar.","burung kecil ini memiliki perut, dada, superciliary, eyering, dan garis sayap berwarna putih.",['superciliary'],['superciliary']
"this bird has a grey crown and cheek patch, white throat and belly, white superciliary and eye ring, and soft yellow grey plumage at the outside of the breast, near the wings.","burung ini memiliki mahkota dan penutup pipi berwarna abu-abu, tenggorokan dan perut berwarna putih, superciliary dan cincin mata berwarna putih, serta bulu abu-abu kuning lembut di bagian luar dada, dekat sayap.",['superciliary'],['superciliary']
"bird with black eye and feet, white superciliary, yellow throat, gray crown, beak","burung bermata dan kaki hitam, superciliary putih, tenggorokan kuning, mahkota abu-abu, paruh",['superciliary'],['superciliary']
"a small mostly light lime green bird with black eyes, white superciliary and dark gray crown.","seekor burung kecil berwarna hijau limau muda dengan mata hitam, superciliary putih, dan mahkota abu-abu tua.",['superciliary'],['superciliary']
"this tiny little fellow has a yellow breast and white neck, with black superciliary and crown.","makhluk kecil mungil ini memiliki dada kuning dan leher putih, dengan superciliary dan mahkota berwarna hitam.",['superciliary'],['superciliary']
this is a very small bird with a yellow belly and a white superciliary and a grey crown with a slender bill.,ini adalah burung yang sangat kecil dengan perut kuning dan superciliary putih serta mahkota abu-abu dengan paruh ramping.,['superciliary'],['superciliary']
"this little guy has a white belly, yellow breast, brown superciliary, and white eyebrow.","si kecil ini memiliki perut berwarna putih, dada berwarna kuning, superciliary berwarna coklat, dan alis berwarna putih.",['superciliary'],['superciliary']
"this bird has a yellow breast, a white superciliary, and a short bill","burung ini memiliki dada berwarna kuning, superciliary berwarna putih, dan paruh pendek",['superciliary'],['superciliary']
"this small bird has a light tan superciliary and a yellow throat, breast, and belly.","burung kecil ini memiliki superciliary berwarna coklat muda dan tenggorokan, dada, dan perut berwarna kuning.",['superciliary'],['superciliary']
"this is a gray bird with a yellow breast, belly and abdomen and a black superciliary.","ini adalah burung abu-abu dengan dada, perut dan perut berwarna kuning serta superciliary berwarna hitam.",['superciliary'],['superciliary']
"small dull gray perching bird with dull green/yellow chest and belly, light gray superciliary, and a short pointed bill.","burung bertengger kecil berwarna abu-abu kusam dengan dada dan perut berwarna hijau/kuning kusam, superciliary abu-abu muda, dan paruh runcing pendek.",['superciliary'],['superciliary']
